Timestamp_ms,IMU1_AccX,IMU1_AccY,IMU1_AccZ,IMU1_GyroX,IMU1_GyroY,IMU1_GyroZ,IMU1_AngleX,IMU1_AngleY,IMU1_AngleZ,IMU2_AccX,IMU2_AccY,IMU2_AccZ,IMU2_GyroX,IMU2_GyroY,IMU2_GyroZ,IMU2_AngleX,IMU2_AngleY,IMU2_AngleZ,EMG1_RMS,EMG2_RMS,ADC1_Pressure,ADC2_Pressure
26400,-0.13,-1.26,0.013,0.296,-0.239,-2.508,-87.85,-21.99,-10.84,0.048,0.519,-1.162,1.862,-0.575,-0.25,-175.08,6.17,-101.98,14.69,11.19,126,126
26500,-0.375,-1.014,-0.006,0.234,-0.997,-0.592,-89.18,-15.88,-9.61,-0.046,0.652,-0.731,0.954,-0.281,-0.893,179.1,7.34,-100.85,14.87,8.76,121,129
26600,1.233,-1.253,-0.862,0,0.807,1.205,-88.92,-4.64,-9.45,0.315,0.021,-1.087,-3.883,0.046,0.08,156.56,-1.75,-99.13,10.9,7.92,121,2679
26700,0.129,-1.163,0.18,0.499,-0.495,1.4,-83.81,-0.97,-9.26,-0.182,0.196,-1.235,-1.979,-0.2,0.185,152.7,1.98,-100.58,4.62,5.86,125,4088
26800,0.248,-0.982,0.042,0.283,0,1.071,-84.98,0.87,-8.97,0.01,0.149,-1.055,-0.108,0.464,0.039,157.92,0.22,-99.37,6.24,3.56,567,3691
26900,0.103,-1.002,0.004,0.186,0.041,0.656,-85.3,0.4,-7.11,0.013,0.118,-0.972,-0.322,0.269,0.076,160.74,-0.56,-98.99,7.36,3.61,1581,2255
27000,0.048,-1.007,0.055,0.543,0.124,0.779,-83.92,1.67,-6.83,0,0.242,-1.013,-0.388,-0.226,0.018,161.28,0.47,-99.2,7.36,6.08,2748,421
27100,-0.019,-0.994,0.14,0.292,0.161,0.634,-81.35,4.43,-5.83,-0.011,0.237,-0.984,-0.035,-0.058,0.024,162.41,1.35,-99.24,7.38,6.56,3922,174
27200,-0.104,-1.022,0.089,-0.499,0.141,1.002,-83.65,8.92,-5.5,-0.024,0.221,-0.989,-0.068,-0.043,-0.108,165.65,2.24,-98.44,10.14,6.44,3211,127
27300,-0.122,-1.166,0.016,-0.282,0.415,1.424,-85.04,14.45,-6.54,-0.028,0.227,-0.983,-0.288,-0.044,-0.076,165.47,2.5,-97.86,10.68,7.29,1021,124
27400,-0.141,-1.276,0.053,0.033,0.73,2.559,-88.91,17.62,-9.2,-0.017,0.181,-1.246,-4.57,-0.82,0.455,159.29,3.68,-98.77,10.84,7.48,123,125
27500,0.435,-0.494,0.094,0.074,0.733,0.286,-85.45,20.58,-7.78,-0.262,0.447,-2.61,-6.677,-1.001,-0.067,136.44,6.41,-100.01,10.55,8.01,123,126
27600,0.084,-0.631,-0.022,-0.718,0.82,-1.818,-87.09,2.06,-8.83,-0.358,0.162,-1.222,3.225,0.429,0.915,165.53,3.16,-101.68,10.67,8.2,121,124
27700,-0.162,-1.272,-0.099,-0.071,0.537,-3.514,-89.52,-14.44,-12.69,0.003,0.58,-1.135,4.057,-0.078,0.727,178.25,3.46,-103.88,10.52,8.28,114,128
27800,-0.144,-1.338,-0.041,0.24,-0.148,-3.236,-89.8,-20.56,-13.59,-0.258,0.518,-1.262,2.994,-0.545,-0.496,-174.51,7.38,-105.71,9.39,8.32,118,124
27900,-0.139,-1.182,-0.006,0.204,-0.426,-2.47,-89.76,-23.71,-11.62,0.128,0.518,-1.078,2.313,-0.613,-0.934,-173.29,7.44,-103.35,8.47,8.39,125,124
28000,-0.202,-1.066,-0.042,0.037,0.027,-1.524,-90.13,-20.95,-12.01,-0.015,0.582,-0.773,1.001,-0.147,-0.168,179.77,4.48,-102.87,8.41,6.47,128,125
28100,-0.278,-1.113,0.282,0.548,-0.514,1.249,-89.4,-11.35,-12.97,-0.088,0.682,0.024,-1.279,0.355,-0.323,164.21,4.31,-103.03,8.41,5.96,128,161
28200,0.009,-1.238,0.038,0.061,-0.242,1.295,-84.3,-0.85,-11.31,0.028,0.239,-1.209,-0.28,0.65,0.077,155.58,-0.09,-102.14,5.37,5.95,123,4088
28300,0.042,-1.021,0.002,0.173,-0.015,0.774,-84.88,-0.36,-11.66,0.054,0.133,-1.048,-0.243,0.378,0.058,160.73,-2.17,-101.66,5.17,6.14,1090,2869
28400,0.111,-0.997,0.049,0.314,0.117,0.657,-84.87,0.38,-10.57,0.024,0.183,-0.985,-0.632,-0.191,0.043,162.65,-1.39,-101.96,4.68,6.59,2002,1229
28500,0.017,-0.993,0.117,0.417,0.165,0.911,-82.9,1.65,-9.92,0.002,0.227,-0.992,-0.175,-0.169,0.031,162.73,-0.04,-102.32,10.28,6.02,3254,132
28600,-0.033,-1.005,0.113,0.113,0.249,0.707,-81.14,5.48,-8.48,-0.001,0.217,-0.972,0.031,-0.061,0.019,164.48,0.84,-102.45,11.96,10.27,3835,123
28700,-0.109,-1.021,0.083,-0.629,0.236,1.022,-82.79,7.56,-8.31,-0.011,0.217,-0.983,0.043,-0.107,-0.073,165.71,1.32,-102.3,11.96,12.17,3279,123
28800,-0.199,-1.12,0.093,0.951,0.695,1.029,-85.98,12.71,-9.21,-0.023,0.219,-0.985,-0.162,-0.026,-0.086,166.15,2.01,-101.58,12.11,12.3,2332,121
28900,0.12,-1.349,0.043,-0.204,0.867,2.211,-87.48,15.82,-10.14,-0.045,0.191,-0.969,-1.012,-0.357,0.021,164.93,2.68,-101.34,12.16,12.24,125,124
29000,-0.415,-0.864,0.1,0,-0.393,2.253,-86,24.82,-8.63,0.13,-0.541,-2.188,-8.405,-0.763,-0.215,140.19,3.84,-102.4,12.19,12.24,120,124
29100,0.084,-0.613,0.107,-0.866,0.168,-1.7,-85.08,11.48,-9.45,0.04,-0.117,-0.938,2.13,0.349,0.537,156.06,4.82,-102.7,12.21,12.39,126,125
29200,-0.191,-1.284,-0.115,0.171,0.068,-3.444,-89.58,-15.49,-14.55,-0.068,0.569,-1.173,3.438,-0.396,-0.168,-176.84,6.31,-108.42,11.95,12.39,119,123
29300,-0.139,-1.275,-0.068,0.231,-0.532,-2.945,-90.22,-20.67,-14.34,-0.079,0.533,-1.216,2.931,-0.496,-0.681,-173.29,6.86,-107.85,11.52,11.79,123,123
29400,-0.166,-1.172,0.028,0.189,-0.449,-2.199,-90.12,-22.51,-12.84,0.02,0.531,-0.925,1.635,-0.4,-0.514,-175.13,5.17,-105.08,11.56,11.31,123,126
29500,-0.3,-0.938,0.052,0.223,-0.014,0.285,-88.67,-16.38,-14.93,-0.064,0.679,-0.618,0.208,-0.165,0.084,174.02,3.77,-105.63,7.1,11.31,121,124
29600,0.285,-1.078,0.003,0.366,-1.379,1.473,-89.62,-6.99,-15.3,0.533,0.522,-1.835,-3.296,0.07,-0.14,157.23,-0.86,-104.52,3.46,7.58,120,2908
29700,0.04,-1.244,-0.053,-0.184,-0.22,1.304,-84.74,-1.99,-13.82,-0.25,0.302,-1.593,-2.259,1.019,-0.07,153.52,-0.61,-103.9,3.74,4.64,131,4086
29800,0.192,-1.014,-0.009,0.176,-0.423,1.001,-85.42,0.54,-12.82,0.084,0.245,-1.044,-0.38,0.084,0.134,156.5,-6.06,-102.61,6.27,9.46,993,2797
29900,0.066,-0.984,0.065,0.319,0.193,0.759,-85.46,1.88,-12.78,0.062,0.214,-1.01,0,-0.193,0.064,159.96,-4.78,-103.59,6.15,9.5,1534,952
30000,0.047,-0.999,0.096,0.359,0.227,0.854,-83.84,3.31,-12.41,0.037,0.203,-0.984,-0.153,-0.296,0,163.56,-2.72,-104.49,18.72,10.9,2113,137
30100,-0.032,-1.04,0.063,-0.218,0.308,0.818,-83.62,5.45,-11.73,0.019,0.208,-0.971,-0.095,-0.257,-0.038,164.52,-1.22,-104.86,19.84,10.74,3070,203
30200,-0.14,-1.046,-0.037,0.059,0.279,1.156,-88.39,12.2,-12.1,-0.024,0.212,-0.988,-0.188,-0.041,-0.088,166.31,1.15,-104.27,19.88,10.73,1943,120
30300,0.073,-1.473,-0.293,-0.058,0.477,2.044,-89.36,15.61,-12.64,-0.062,0.17,-0.956,-1.103,-0.469,0.125,164.75,2.2,-104.5,19.9,10.81,136,125
30400,-0.119,-0.74,0.169,0.205,0.514,1.936,-86.65,24.54,-11.26,-0.573,0.25,-2.748,-6.605,-0.614,0.492,140.28,2.66,-107.88,20.04,10.84,126,126
30500,0.215,-0.473,0.162,-0.346,-0.197,-0.865,-82.82,7.69,-11.48,0.062,-0.1,-1.062,1.72,0.354,0.881,157.66,1.8,-108.44,20.06,10.8,122,125
30600,0,-1.017,-0.019,0.15,0.205,-3.044,-87.57,-10,-14.85,0.084,0.385,-1.211,3.544,-0.311,0.295,179.27,4.39,-110.44,20.02,10.76,124,174
30700,-0.066,-1.286,-0.109,0.151,-0.318,-3.435,-88.94,-18.95,-14.6,-0.357,0.41,-1.215,3.225,-0.443,-0.629,-173.24,7.42,-110.37,19.97,10.45,154,124
30800,-0.137,-1.324,0.024,0.232,-0.981,-2.986,-88.36,-26.49,-10.86,0.135,0.52,-1.152,2.518,-0.568,-1.019,-169.01,7.86,-104.74,19.24,6.07,121,106
30900,-0.178,-1.138,-0.105,0.07,0.316,-1.996,-88.57,-24.96,-11.89,0.208,0.502,-0.836,1.559,-0.449,0.158,-173.02,3.51,-104.21,19.23,6,141,124
31000,-0.34,-0.973,-0.091,0.139,-0.645,0.197,-91.27,-12.12,-13.25,0.076,0.663,-0.68,-0.253,0.509,-0.626,170.45,3.29,-104.95,7.56,2.68,130,123
31100,1.267,-1.176,-0.728,-0.311,0.994,0.875,-89.51,-8.08,-14.26,-0.075,0.268,-1.848,-3.58,0.125,-0.161,161.76,-0.64,-105,3.67,2.68,125,3126
31200,0.334,-0.922,0.089,0.083,0.051,1.157,-85.18,-2.67,-14.96,-0.059,0.134,-1.007,-0.256,0.297,0.122,158.57,2.51,-106.62,3.58,3.69,125,3652
31300,0.125,-0.996,0.019,0,0.062,0.795,-85.4,-1.79,-13.09,-0.027,0.121,-1.017,-0.127,0.172,0.067,164.19,1.09,-106.57,9.5,4.29,1084,2342
31400,0.152,-0.987,0.068,0.205,0.045,0.703,-85.22,-1.22,-12,-0.048,0.234,-1.047,-0.823,0.086,0.064,165.54,1.16,-106.41,9.42,5.18,2758,515
31500,0.035,-0.994,0.078,0.239,0.07,0.737,-84.61,0.94,-11.19,-0.025,0.224,-1,-0.056,0.19,0.118,164.31,0.86,-106.52,9.39,5.32,3960,219
31600,-0.02,-1.048,0.05,-0.186,0.278,0.948,-85.53,5.43,-11,-0.011,0.204,-0.983,0.122,-0.038,0.049,165.53,0.49,-106.74,9.81,5.62,4082,126
31700,-0.056,-1.063,0.02,-0.075,0.401,1.102,-86.05,8.12,-11.33,-0.012,0.202,-0.991,-0.132,-0.075,-0.068,166.92,1.12,-106.7,10.96,11.79,3868,125
31800,-0.274,-1.149,0.056,-0.014,0.177,1.485,-86.76,14.97,-11.68,-0.033,0.224,-0.972,-0.514,-0.11,-0.096,166.22,1.48,-106.18,10.98,11.81,2157,130
31900,0.083,-1.321,0.049,-0.103,0.655,2.216,-88.73,17.39,-13.63,0.039,0.095,-1.086,-2.768,-0.532,0.16,161.85,2.68,-106.31,10.98,11.87,120,125
32000,0.393,-0.618,0.114,0.141,0.818,0.934,-85.07,25.43,-9.58,-0.14,-0.003,-1.918,0.011,-0.699,0.722,141.35,3.06,-105.56,11.01,11.97,125,125
32100,0.216,-0.666,-0.009,-0.66,0.378,-1.751,-85.6,4.17,-12.24,0.022,0.111,-1.225,2.934,0.266,1.433,161.77,1.95,-110.13,11,12.07,126,123
32200,-0.127,-1.372,-0.07,0.271,-0.125,-3.477,-91.13,-21.37,-17.23,-0.161,0.532,-1.228,3.214,-0.545,-0.38,-175.77,4.64,-115.14,10.96,11.95,122,128
32300,-0.125,-1.312,-0.009,0.291,-0.625,-3.118,-90.25,-25.25,-16.6,0.009,0.538,-1.115,2.579,-0.602,-0.824,-171.59,6.91,-113.43,6.53,11.69,123,124
32400,-0.274,-1.091,-0.006,0.109,-0.278,-1.744,-89.58,-23.05,-18.38,-0.062,0.684,-0.72,1.379,-0.366,-0.492,-173.55,5.28,-112.66,6.22,11.27,126,124
32500,-0.445,-0.923,0.055,0.291,-0.758,0.373,-89.13,-11.42,-19.9,-0.058,0.794,-0.624,-0.47,0.013,-0.671,170.72,4.48,-112.1,6.28,11.55,122,162
32600,0.083,-1.241,-0.25,0.53,0.307,1.625,-89.88,-3.25,-19.32,-0.244,0.122,-1.147,-2.29,-0.393,-0.05,162.03,-3.91,-110.52,5.63,11.36,121,4003
32700,0.093,-1.224,0.094,-0.248,-0.452,1.424,-83.61,-2.03,-20.36,-0.041,0.4,-1.426,-0.994,0.738,0.082,155.94,-1.9,-111.37,3.11,4.49,117,4087
32800,0.041,-1.011,0.019,0.223,-0.011,0.858,-85.29,0.63,-19.55,0.061,0.181,-1.055,-0.063,0.133,0.085,160.03,-5.13,-111.58,5.91,4.92,1174,2834
32900,0.102,-0.984,0.061,0.299,0,0.576,-85,0.59,-19.12,0.03,0.176,-0.984,-0.264,-0.128,0.069,163.94,-4.89,-112.76,6.2,10.05,2241,925
33000,0.055,-1.013,0.091,0.25,0.14,0.798,-84.1,1.58,-17.78,0,0.209,-0.989,-0.074,-0.196,0.013,164.71,-3.18,-113.54,6.46,9.93,3512,125
33100,-0.02,-1.008,0.079,0.03,0.216,0.953,-83.48,4.39,-17.01,-0.004,0.208,-0.987,0.037,-0.039,0.034,166.34,-1.63,-114.34,6.45,10.21,4085,126
33200,-0.196,-1.011,0.028,0.376,0.166,1.217,-84.48,12.65,-16.4,-0.016,0.214,-0.991,-0.25,-0.025,-0.103,167.67,-0.55,-114.62,6.81,14.47,3886,148
33300,-0.092,-1.322,-0.208,0.066,0.452,1.74,-85.46,16.76,-15.95,-0.043,0.194,-0.969,-0.84,-0.262,-0.028,165.97,0.25,-114.51,6.86,14.5,110,125
33400,-0.37,-1.133,0.252,0.288,-1.054,2.413,-85.84,23.93,-14.69,-0.006,0.136,-1.488,-9.424,-2.152,-0.321,157.81,2.25,-115.84,6.83,14.5,122,124
33500,0.439,-0.456,0.09,-0.304,1.201,-0.116,-83.35,20.78,-13.36,-0.073,-0.137,-0.767,1.87,0.468,1.315,150.18,4.14,-118.52,6.71,14.25,123,127
33600,0,-0.761,-0.123,-0.033,0.577,-2.791,-90.68,-2.07,-18.58,-0.247,0.421,-1.038,3.689,0.19,0.572,165.87,3.26,-120.17,6.75,14.24,120,124
33700,-0.231,-1.207,-0.002,-0.044,0.274,-3.547,-91.74,-11.6,-18.92,-0.087,0.7,-1.233,3.69,0.041,0.26,179.76,5.06,-121.71,6.48,14.24,120,125
33800,-0.187,-1.306,-0.028,0.272,-0.161,-3.155,-90.11,-19.89,-20.32,-0.195,0.558,-1.199,2.825,-0.755,-0.622,-176.78,7.76,-122.41,4.05,14.07,130,121
33900,-0.114,-1.197,-0.047,0.265,-0.494,-2.619,-89.7,-22.49,-18.95,0.004,0.46,-1.043,2.26,-0.539,-0.786,-174.66,9.87,-119.63,3.59,10.97,123,124
34000,-0.246,-0.997,-0.002,0.121,-0.532,-0.87,-90.88,-17.85,-17.13,0.122,0.617,-0.557,0.487,0.088,-0.3,-178.67,7.23,-118.08,2.85,10.97,120,125
34100,0.264,-1.071,0.312,0.9,-0.074,0.795,-88.02,-7.9,-17.45,-0.299,-0.521,-0.541,-2.747,0.602,0.147,162.87,-3.08,-118.2,2.92,11.25,124,1515
34200,0.305,-1.063,0.061,-0.121,0.409,1.26,-84.54,-5.33,-18.89,-0.05,0.253,-1.129,-0.813,0.926,0.128,156.23,0.91,-119.85,4.24,4.31,133,4085
34300,0.165,-1.006,-0.002,0.116,0.185,0.898,-85.75,-3.99,-17.35,0.083,0.221,-1.105,-0.58,0.256,0.176,158.44,-3.83,-119.13,4.06,4.49,1337,2600
34400,0.152,-0.984,0.062,0.089,0.198,0.32,-86.17,-3.78,-16.53,0.03,0.219,-0.986,-0.063,-0.067,0.023,159.94,-3.27,-119.39,4.02,4.49,1643,1646
34500,0.133,-0.976,0.042,0,0.051,0.156,-86.08,-4.66,-16.12,0.026,0.226,-0.986,-0.045,-0.059,0.025,162.72,-1.63,-119.43,4.45,4.79,1624,1028
34600,0.161,-0.992,0.075,-0.04,0.169,-0.015,-86.24,-6.04,-15.8,0.019,0.218,-0.98,0,0,0.018,163.99,-1.03,-119.26,4.53,4.83,1485,841
34700,0.155,-0.968,0.044,-0.137,0.188,-0.164,-86.91,-7.47,-15.84,0.024,0.221,-0.977,-0.025,0,0,165.18,-0.57,-118.91,4.79,4.98,982,186
34800,0.172,-1,0.025,0.019,-0.174,0.164,-87.25,-8.45,-15.27,0.025,0.224,-0.98,-0.018,-0.011,0.018,165.58,-0.39,-118.64,4.88,5.01,993,163
34900,0.146,-0.983,0.035,-0.076,0.023,-0.026,-87.67,-8.14,-14.9,0.021,0.225,-0.978,0,0,0,165.98,-0.31,-118.27,5.35,5.01,909,152
35000,0.146,-0.973,0.018,-0.058,-0.014,-0.051,-88.17,-8.72,-15.11,0.023,0.224,-0.978,0.01,0,0.01,166.19,-0.32,-118.05,5.78,5.76,860,247
35100,0.163,-0.979,0.014,-0.046,-0.019,-0.075,-88.43,-9.17,-15.26,0.024,0.222,-0.977,0,0,0.011,166.42,-0.32,-117.69,5.78,4.38,838,498
35200,0.167,-0.974,0.007,-0.041,0.039,-0.011,-88.93,-9.77,-15.71,0.025,0.22,-0.978,0,0,0.012,166.73,-0.45,-117.33,5.39,4.68,878,821
35300,0.169,-0.973,0.006,-0.021,0.034,-0.019,-89.12,-9.94,-15.81,0.024,0.22,-0.977,0,0,0.01,166.8,-0.48,-116.99,6.4,4.42,935,899
35400,0.172,-0.972,0.006,-0.017,0.015,-0.013,-89.16,-10.09,-15.99,0.023,0.22,-0.979,0,0,0,166.84,-0.49,-116.77,6.4,4.47,874,988
35500,0.171,-0.974,0.005,0,0,-0.013,-89.2,-10.21,-16.11,0.024,0.219,-0.978,0,0,0.01,166.93,-0.58,-116.53,6.32,4.35,859,1154
35600,0.177,-0.974,0.003,0,0.014,-0.017,-89.24,-10.31,-16.1,0.024,0.218,-0.979,0,0,0,166.98,-0.64,-116.4,6.47,4.31,886,1117
35700,0.181,-0.975,0.001,0,0.04,0,-89.26,-10.39,-16.23,0.024,0.217,-0.979,0,-0.011,0,167.05,-0.64,-116.15,6.4,5.01,974,1206
35800,0.186,-0.973,0.007,0,0.019,-0.017,-89.16,-10.51,-16.55,0.023,0.217,-0.978,0,0,0.01,167.1,-0.64,-115.99,6.53,5.22,1021,1284
35900,0.187,-0.971,0.009,0,0,-0.013,-89.17,-10.67,-16.52,0.023,0.217,-0.979,0,0,0.01,167.17,-0.72,-115.81,6.21,5.22,992,1256
36000,0.187,-0.973,0.003,0,0,-0.046,-89.24,-10.79,-16.34,0.024,0.218,-0.98,0,0,0,167.2,-0.75,-115.66,5.81,4.47,934,1250
36100,0.186,-0.97,0.003,-0.04,0.025,-0.095,-89.35,-11.08,-16.4,0.023,0.216,-0.98,0.014,0,0,167.28,-0.81,-115.48,5.99,4.44,784,1375
